   ,Water depth,Env. condition,Mooring config,Direction,Misalignment,"Max A1, single"  ,"Max A2, single"  ,"Max A3, single"  ,Max shared mooring,Dir shared mooring,Max shared mooring 2 anchors,"Max A1,T1 shared","Max A2,T2 shared","Max A3,T3 shared",Sequence runs T2,Sequence runs T3
65 ,135        ,SLC           ,catenary      ,0        ,8           ,575292.2412903071 ,2556678.2484674025,1237335.9739408882,1546670.6560035043,127.82822617746669,2245516.9054807355          ,902150.1416684765 ,2556033.0197734367,1145401.8623981562,251364          ,641235
66 ,135        ,SLC           ,catenary      ,30       ,-8          ,592391.1417940968 ,1233623.8124817188,2090134.3288012964,1232893.0159627728,220.6655579645627 ,1836004.5262133514          ,677312.3386193572 ,1148647.5738820527,2076340.3951558946,631245          ,561243
67 ,135        ,SLC           ,catenary      ,30       ,0           ,712521.6356652777 ,2233558.621679276 ,1076870.5457502133,1275347.749314479 ,136.60276505954153,1959773.6723841282          ,800791.5275859595 ,2233361.269191235 ,1221577.1035345271,514362          ,235641
68 ,135        ,SLC           ,catenary      ,30       ,8           ,852345.428726465  ,2823080.451734012 ,766497.8682377951 ,2028060.2549128071,114.06006260253713,2560293.4531928394          ,922223.9666648415 ,2818223.705014335 ,679880.5485098407 ,451632          ,415263
69 ,135        ,SLC           ,catenary      ,60       ,-8          ,921933.6383805093 ,2005244.3367171392,911413.249613877  ,1028132.4738553439,146.04222750706566,1770672.7125898923          ,820582.2316277623 ,2004936.1423312484,1341796.2075682099,314625          ,215364
70 ,135        ,SLC           ,catenary      ,60       ,0           ,1153289.6800994147,2069150.5920655904,709303.0736028844 ,1033005.9886868908,111.16443564872976,1794807.7379313414          ,1139137.360922927 ,2068277.3683354813,955922.2863570742 ,516243          ,456123
71 ,135        ,SLC           ,catenary      ,60       ,8           ,1700958.7872373564,2119066.434857853 ,508645.7004058575 ,1281812.375327366 ,91.27399416213707 ,1882659.9933677928          ,1350695.4004956726,2119066.434857853 ,639322.8723376401 ,236145          ,462531
72 ,140        ,DLC1.6        ,catenary      ,0        ,-8          ,324651.4756254937 ,3144890.8966797837,2215950.277143451 ,2429428.6485969992,171.18870564500847,2977443.333701843           ,352441.94117434404,2968054.924107082 ,2538343.018240191 ,652341          ,531642
73 ,140        ,DLC1.6        ,catenary      ,0        ,0           ,332492.9840703965 ,2998683.79892524  ,2286851.355274208 ,2433223.550354765 ,167.7844437339995 ,2844377.8306130404          ,298897.0135778732 ,2974275.265040521 ,2379782.1125905006,264315          ,256143
74 ,140        ,DLC1.6        ,catenary      ,0        ,8           ,264594.95576055406,2578702.228289791 ,3044428.527098751 ,2418299.924256372 ,196.6834020042185 ,2894698.8821567656          ,326970.70431213913,2242646.895842497 ,3044301.076434671 ,256314          ,415362
