,Jan
376,6.916533484513838
377,8.097997660184298
378,8.826231318399076
379,9.207232225815153
380,9.422094577703557
381,9.420801262930809
382,9.157958020535869
383,9.101088038496389
384,9.053361427954966
385,8.811585028983103
386,8.709484934187081
387,8.435789785086705
388,8.090994521893466
389,7.619287555969626
390,7.256276559839531
391,6.82786924158374
392,6.290345817003893
393,5.376622383469555
394,5.075999329809845
395,5.066375513586405
396,5.7158996467582455
397,6.439655685534119
398,7.5499188961169175
399,8.795799507238756
400,9.886049892660052
401,10.43149096226199
402,10.824575161225209
403,10.767762902308183
404,10.53983395432861
405,10.428339446655155
406,9.768255281037446
407,10.57958427445484
408,10.84660262442396
409,11.02078328213701
410,10.565253147575
411,9.946638172225683
412,9.73661712297784
413,10.251147762734618
414,10.704913547383239
415,11.460886060617922
416,12.95618751156462
417,14.25824960202994
418,11.68396224400691
419,12.297716896919713
420,12.509963210543711
421,12.258775087159295
422,11.519216045937789
423,11.011661113157375
424,11.120489348529132
425,10.865595671222351
426,10.672778023434342
427,9.855511717422091
428,8.621050730227065
429,7.570103250315084
430,6.735754319073517
431,5.964823479298484
432,5.653208367010467
433,4.66403109577231
434,2.9156730869808563
435,1.7600231205235675
436,1.0404753621034057
437,1.1211889821476784
438,1.082766516800942
439,0.9895971287716073
440,2.1219226346527615
441,3.386463580332345
442,5.097901542032944
443,6.003490861635339
444,6.305054754573928
445,6.844456166318691
446,7.535304521828129
447,8.482147834563381
448,9.393281062562014
449,10.459260391025312
450,11.34059761430743
451,11.691102023350894
452,11.369300176114905
453,10.106163197364866
454,7.638943160405508
455,5.926328258482492
456,6.597099983647415
457,7.891438671370508
458,8.504520568810852
459,8.686964296880427
460,9.299797393530223
461,9.713293842812964
462,9.26131435843395
463,9.463524425914773
464,9.947930777673989
465,10.022412670211569
466,9.125605004230072
467,9.605751784950623
468,10.334049572886988
469,11.099915706583557
470,12.360062576037638
471,13.71932339072024
472,13.487036746094585
473,12.62694094369853
474,12.093012059861255
475,11.983063500182062
476,11.790112001889415
477,11.65521896791893
478,9.767825182175711
479,10.638368654663692
480,11.200415271999141
481,10.984344527529542
482,10.47636042961586
483,9.744251408791007
484,8.994747002237045
485,8.493002956042625
486,8.547233306058514
487,9.189446678711178
488,10.305071611484806
489,12.15808247472351
490,12.244151873161343
491,12.306614026405214
492,11.743977234223998
493,11.561183208575784
494,11.564136237617241
495,11.201631107727982
496,10.597946789183686
497,10.06738407683166
498,9.429990416131632
499,9.018300546888
500,8.31467040440021
501,7.675580427036481
502,6.848337104178842
503,7.302400694929505
504,7.791985031252627
505,7.752990038421072
506,6.996804898105773
507,6.376340713165248
508,6.078344596891804
509,6.101061921821733
510,6.308121313374211
511,6.682389825179704
512,7.209903162435592
513,7.951119820226947
514,7.841284509450392
515,7.89962652403354
516,7.559871801617627
517,7.307235089613299
518,6.834346053608007
519,6.10094626643116
520,5.063427851755012
521,4.070234556610505
522,3.236574109829376
523,2.7802891246544204
524,2.4106593669059526
525,1.9628413642853868
526,2.546818426081664
527,2.5734844986784955
528,2.9857822493738806
529,3.513947123035055
530,3.818105129275699
531,4.1009623534250075
532,4.636904246898065
533,5.288209169387078
534,5.959977369009109
535,6.473945943935592
536,6.64337142800575
537,6.723005852017276
538,7.6258282787550185
539,7.55774262928873
540,7.980561584106111
541,8.687998416960172
542,9.247926633485392
543,9.800933923940043
544,10.179242130984537
545,10.60823408573202
546,11.072506604933535
547,11.250534073981383
548,11.583448564337932
549,11.907065659395984
550,10.451860934538166
551,9.89339411739549
552,9.567765421997406
553,9.503020208631947
554,9.927456178916897
555,10.006120065138022
556,10.03635989102716
557,10.353283746115439
558,10.935696274550827
559,11.440024224283654
560,11.606333852548776
561,11.212139135378072
562,9.972540677725506
563,10.549928528261049
564,10.79344324042098
565,11.17750350554913
566,11.68548482681222
567,12.953401647947866
568,14.022509432463071
569,13.337946797757155
570,11.910763998499432
571,11.203123832990984
572,11.912357756889325
573,12.28196612083303
574,11.347795126592334
575,10.96341779709991
576,11.776867188950588
577,12.214175957725114
578,12.50655218132245
579,13.308683134993174
580,14.01282405568276
581,14.447737828029041
582,14.514166167105296
583,13.718215294451523
584,12.404024219584972
585,11.44353106464287
586,10.218047753209259
587,9.6753019646142
588,11.313525758451712
589,11.348466681048347
590,10.71638298410286
591,10.618820001487645
592,10.365170333201347
593,10.066268096626658
594,9.9963311360082
595,10.55859406940941
596,11.232959772125902
597,11.120660622831442
598,12.097160652787718
599,13.236804022451299
600,13.649334827968596
601,14.979589509360975
602,14.800047314919512
603,14.647499532212805
604,14.390705340315392
605,14.292943667497013
606,14.497061389901454
607,13.92891500722808
608,12.514232096308811
609,11.251781043344272
610,8.977532341909974
611,8.005478776796995
612,6.928826380028629
613,6.16417172139318
614,5.510068198442308
615,4.600067174990459
616,3.658789939115495
617,2.8407801366700536
618,2.5632721207655607
619,2.56092005291843
620,2.337523122791686
621,2.0438366818451343
622,0.7774216938607723
623,1.4579864929532946
624,2.224482916471151
625,2.5323210601754265
626,3.7047183882480774
627,5.402592564640949
628,6.985942063839805
629,8.082993311530226
630,8.898058159064302
631,9.625653812546679
632,10.107323735731324
633,10.448063611564315
634,10.485961250346953
635,11.09673618863672
636,11.677845058326609
637,12.234577101435473
638,12.692574519763916
639,13.092448042759457
640,13.401785858717483
641,13.477796850948778
642,13.2466118645914
643,13.430082300029234
644,13.522956887158207
645,13.224498547649702
646,11.43469332713067
647,11.124601280883837
648,10.794966576454462
649,10.48024766926961
650,9.415874210081249
651,8.538851908323904
652,7.9879708459454255
653,7.203713355426208
654,5.771459715331852
655,4.900633809569003
656,4.683034241291728
657,5.3396922861330385
658,6.1511946183398
659,6.807508554186491
660,7.307633802922419
661,7.654441974023582
662,6.599488886268857
663,5.2728692833196975
664,4.562576644502905
665,4.383539100813516
666,4.115260568885557
667,2.7542990450442733
668,1.1003133406816863
669,0.04774422294369538
670,2.006001402466136
671,3.070173397755837
672,3.9498426317248705
673,4.515789737352879
674,5.039346419319973
675,5.707761714160782
676,5.996236008863789
677,6.078568441704267
678,6.045320377878832
679,6.191838670406243
680,6.7963014378944555
681,7.638466323131057
682,7.270969554566992
683,8.078457433858473
684,8.700527508303773
685,9.30861038188946
686,10.595572525093848
687,10.513479717870965
688,9.54295374040438
689,7.820852902444794
690,7.032501609787305
691,5.700656200502805
692,4.431849999805266
693,5.346160060682938
694,7.027183363456969
695,8.527661038113338
696,10.960806857993894
697,11.981764570777889
698,11.388883271270446
699,11.426043372433586
700,12.452650138547536
701,13.193297995798126
702,13.501690886163317
703,13.684973991230214
704,13.923766517945264
705,13.863900201037573
706,11.433767058217741
707,11.241996971058326
708,10.534944302698811
709,9.556223841014706
710,8.582569241013655
711,7.750052574405763
712,7.023092472040797
713,6.41822988104765
714,6.3441108308403225
715,6.6033421358900215
716,6.834725054861638
717,6.609779215322803
718,5.9224343183635355
719,6.096040353130115
720,6.11354086837347
721,5.888004811194914
722,5.362175690512159
723,4.5662977593399585
724,3.142764838186119
725,2.059572076798985
726,1.8555050026904996
727,2.3273586991548867
728,3.1612169432925827
729,3.951315258576713
730,4.252317125061142
731,4.240302628561917
732,4.051146112541725
733,3.5253602280856895
734,3.395739522438239
735,3.55301691811245
736,4.041153554542933
737,4.924702813198192
738,5.335680627131501
739,5.156505633169825
740,5.108703422955146
741,5.72648616661472
742,5.327340944238427
743,6.080774034745177
744,17.64235655154235
745,17.64507169336528
746,16.80320498664196
747,16.317139976071186
748,15.083320511271262
749,13.479219661550323
750,12.068916616133064
751,11.61941354205938
752,12.02286946082505
753,12.589026484954498
754,11.370492408112087
755,10.916133782624714
756,10.9547958283812
757,11.09913185568522
758,10.50656136503971
759,9.846558863147184
760,9.878383669150663
761,10.410860524426838
762,10.893454623698943
763,11.556392108011273
764,12.359951969083696
765,13.107305456713862
766,12.85798189617825
767,12.865346005257765
768,12.684382175715433
769,11.871881406092257
770,10.365024037040595
771,10.240599192980497
772,11.608164023121557
773,12.346099454562955
774,13.808277643357913
775,14.932415322800377
776,14.507079350908676
777,13.872327909683998
778,11.965314676429195
779,10.669052634547995
780,9.265461055034086
781,8.433677327043247
782,7.773978044946347
783,7.348419966368206
784,7.035554730263295
785,6.575977873419917
786,6.508106213429772
787,6.673798486839462
788,6.567709732570993
789,6.346026873097599
790,5.964236767109182
791,6.194305010977342
792,6.727761489705125
793,7.049718521221651
794,6.833391181130492
795,6.243011424269853
796,5.459642536115923
797,4.816769848134545
798,4.726839937524922
799,5.711952109583861
800,6.678124906474557
801,6.8874999020641186
802,8.470267830354565
803,8.95124604899324
804,9.62958956260825
805,10.223339254584427
806,10.52286272337603
807,10.411378088384389
808,9.87157755261188
809,9.426056695908118
810,9.264193055281758
811,9.041965408962461
812,8.829276712668934
813,8.741819916473869
814,7.756877759661488
815,7.216775090152004
816,6.631562151875722
817,5.796713144187238
818,5.083616373337775
819,4.884907058861422
820,4.80299568359419
821,4.5617728788509435
822,4.698527085992549
823,4.884562750092651
824,4.956628237283143
825,4.885668286144451
826,4.9833428074144885
827,5.0236070058188
828,4.873406268846513
829,4.911509225979283
830,5.01369651378546
831,4.978458687022499
832,4.432107540991087
833,4.192747864714925
834,4.088334643768422
835,4.103119446156906
836,4.001456694186211
837,3.7112991338589825
838,2.9427158906751587
839,2.7243697263126263
840,3.6621860174158236
841,4.012470998876009
842,3.773164527520534
843,3.816319018611619
844,3.936159192865368
845,4.052472235479961
846,4.582688217655326
847,5.782069489191197
848,7.524107182316753
849,8.94086994401449
850,9.81637035244771
851,10.451515992138985
852,11.655572634386937
853,12.803662417081716
854,13.256566958028097
855,13.5078667507657
856,13.478464131420479
857,13.976341504864784
858,15.024177177043825
859,16.583383380512284
860,16.071970727627217
861,14.256857530768755
862,10.626536642432821
863,9.752541968151519
864,12.098028330981139
865,13.339900312029686
866,13.524678209977573
867,13.12446179981995
868,12.946061331103001
869,12.83463754590897
870,12.473882046834653
871,12.065071474260757
872,11.611241321865796
873,11.372765284705673
874,10.487285918833091
875,10.512213650601334
876,10.272647081831934
877,10.591341593108401
878,10.637031575615207
879,10.672129186253619
880,10.437917584799639
881,10.193781963653063
882,10.351071182909958
883,10.680255325441145
884,10.946236766712822
885,11.037644801435562
886,9.881109038090699
887,10.298327904919063
888,10.613997937966818
889,10.006028407162026
890,9.727127130535207
891,9.841207412022701
892,9.795870905641566
893,9.265670635798665
894,8.42702025586206
895,7.7892857039430226
896,7.5305638481976125
897,7.374584326326833
898,6.560001017649386
899,6.568269980008079
900,6.811312983582414
901,7.043494174273069
902,7.140539148992734
903,6.950703160629604
904,6.690580227487852
905,6.448310782630982
906,6.42123001346261
907,6.305195488520306
908,6.031799813608621
909,5.888181499413761
910,5.46244483715934
911,5.7507994860506635
912,5.6964130943400395
913,5.839912843281595
914,5.700229356066825
915,5.703528261233802
916,5.555687173558628
917,5.654060082038331
918,5.689226048003196
919,6.1548249148608525
920,6.943529106853839
921,7.91524671682067
922,7.592551216058841
923,8.018062189747344
924,8.40866484886481
925,8.314848158669486
926,8.54673260202918
927,8.964972250943491
928,9.174766880571129
929,9.408974845619106
930,9.742135384921406
931,10.156420126922487
932,10.39383058397058
933,10.728126412704919
934,9.575396003494708
935,10.130204453940882
936,10.498751340567045
937,10.664437771948037
938,10.553083284812699
939,10.708735763397193
940,11.022246573219544
941,10.73725437933166
942,10.431547616959918
943,10.354341350101663
944,10.601704837719275
945,10.764191697116583
946,9.490814353498351
947,9.655336489871653
948,10.189828474135494
949,10.640393951438728
950,11.54669311152432
951,11.98795613748503
952,12.221768018293389
953,12.558413828718543
954,12.370428428939299
955,12.234979201274484
956,12.403162920009684
957,12.212577462361226
958,10.04740020359151
959,10.111643406507644
960,10.0032740548538
961,9.551213178722588
962,9.149790550178675
963,8.826347261838551
964,8.362413836342457
965,7.9633480462341835
966,7.586466404414857
967,7.449294635163407
968,7.373291470474551
969,7.414301382723856
970,5.356137283742148
971,5.504706716149311
972,5.799817167991028
973,6.206193184404426
974,6.87128943824321
975,7.516811221807127
976,7.876073388298094
977,7.917399587056279
978,7.798840416040375
979,7.686272239691664
980,7.947786139117176
981,8.555501710987647
982,8.63785670585069
983,10.179915740629024
984,11.246881280972236
985,11.721733732466292
986,12.675381649897657
987,12.520840610447676
988,11.539724677689414
989,11.649042565319444
990,11.695469337922795
991,11.512920315805417
992,11.583558256080247
993,11.899468155466343
994,10.335563428855815
995,10.822270831142195
996,11.513299220719293
997,11.944661917188407
998,12.281207174831259
999,12.806218597979564
1000,12.857551024939289
1001,12.860467082291327
1002,12.565575127450762
1003,11.950127016088066
1004,11.15370537285669
1005,10.778036441144899
1006,9.534791447598806
1007,10.052714726971946
1008,10.606893444580699
1009,10.751273185622468
1010,10.320882447707943
1011,9.42058493928304
1012,8.953166641727826
1013,9.071596922923645
1014,9.222099317094548
1015,9.247991912178929
1016,9.352453919471506
1017,9.359777941893418
1018,9.623003322977825
1019,9.071485456905908
1020,7.837016734029329
1021,6.849438451219129
1022,6.365577986919052
1023,6.177427014359951
1024,5.741164001445557
1025,4.753322585818039
1026,3.8971709131699535
1027,3.4784603399495535
1028,3.612764294344562
1029,3.570941127584469
1030,3.3067309747810794
1031,3.0307026104513604
1032,2.8778845402451947
1033,2.688692494509134
1034,2.3738346317942116
1035,2.3803568968895545
1036,1.9704358631132535
1037,2.5027745004157813
1038,3.299766782495787
1039,3.670700323932042
1040,3.706164469449508
1041,3.3413517682244738
1042,3.0170021939353964
1043,3.044536428285975
1044,3.3188766379221932
1045,3.127014630941821
1046,2.8742546580706017
1047,2.9716707753301708
1048,3.4609002825910946
1049,3.109060857055813
1050,2.5980020422443295
1051,2.3291047808244496
1052,1.3185492866764983
1053,0.8487190329967133
1054,1.011916415579235
1055,1.808351986746113
1056,3.020823815133453
1057,2.3184307130155126
1058,2.9568597980499156
1059,2.5646409896615054
1060,2.4701747584495943
1061,2.0139502716992586
1062,2.0488560990074722
1063,2.7414564521213487
1064,2.6189121370292394
1065,2.545269881638293
1066,2.8261140910350733
1067,3.5497836238346547
1068,4.186717881490801
1069,4.8810576477793335
1070,6.986808474673614
1071,7.6422205850662035
1072,8.370050781437616
1073,9.071354924803044
1074,9.679592369099103
1075,10.734131040725737
1076,11.425911033110438
1077,11.531014935150992
1078,11.868362376357545
1079,11.128748147725467
1080,10.525501474157178
1081,9.667964264120856
1082,9.066896453239165
1083,8.770012522638176
1084,9.265506580851314
1085,10.87038838981344
1086,13.604319975272777
1087,14.940528602312156
1088,14.305849413554043
1089,13.328166543724942
1090,11.788249484652152
1091,10.522657171314998
1092,9.249020673740825
1093,8.286971495931047
1094,7.447208355815719
1095,6.458226155454182
1096,5.490524419680938
1097,4.660092519661127
1098,4.0147823966324
1099,2.945116797510731
1100,1.5792420479725322
1101,0.747454689361924
1102,2.0786963194323422
1103,3.8572471209959254
1104,5.339731949688121
1105,6.340263839331578
1106,8.115208396631743
1107,9.8725282429843
1108,10.929029927002885
1109,12.042914560390942
1110,12.716609568616834
1111,12.193161729168189
1112,11.721816637449859
1113,11.981233180842448
1114,11.759826780433254
1115,12.440431594362062
1116,12.363254176464723
1117,12.729617141973176
1118,13.155700729155038
1119,12.835123554444671
1120,12.922529716259746
1121,12.723789767509318
1122,12.489370904765131
1123,12.532118073211057
1124,12.793107841110144
1125,13.337217251230935
1126,12.024075596574406
1127,12.956974287250928
1128,12.993469081492103
1129,12.159561081091704
1130,11.453704171808498
1131,11.413262253252373
1132,11.513991286476553
1133,11.6574278128905
1134,11.566243652374773
1135,11.428431810718218
1136,11.439028562554295
1137,11.49128561702905
1138,9.927794185440495
1139,9.402930211246725
1140,9.022765190507576
1141,8.961321016253171
1142,8.53096685458053
1143,7.740006064721554
1144,6.735640965860676
1145,6.223026692469062
1146,6.375319917974181
1147,6.489179093150913
1148,6.285354815233462
1149,5.840945427089622
1150,5.230039861273305
1151,5.018067100164315
1152,4.846345519060787
1153,4.6067852991065905
1154,4.285108941828491
1155,4.7152449545116255
1156,6.10719603608678
1157,8.126317925696574
1158,9.567325505668315
1159,10.439660919831805
1160,11.314045407097447
1161,12.804962601133575
1162,15.185593778523433
1163,15.428483555111931
1164,15.50785315427026
1165,15.291899565849487
1166,16.061304554061785
1167,16.776324900180853
1168,15.877627288591501
1169,15.822765225022282
1170,14.875058505419435
1171,13.787825900546729
1172,13.638050503058144
1173,13.755612728963685
1174,12.721334593058211
1175,12.758849505194819
1176,12.22259595293568
1177,11.656398221036163
1178,10.799677884901115
1179,10.448453332662082
1180,9.462968973180141
1181,8.449055691730518
1182,7.595860658637991
1183,6.933599756385277
1184,6.477423688713665
1185,6.409063760503311
1186,5.525708879614555
1187,6.212416379801781
1188,6.8756951470534995
1189,7.907811137322096
1190,8.992686265337369
1191,9.159129083911141
1192,8.590331911315921
1193,7.656701156551405
1194,6.916537507266364
1195,6.367958573854362
1196,5.757991256482147
1197,5.045757642890256
1198,4.618769974373397
1199,4.035282374000016
1200,3.5439592842886705
1201,3.5038764993862386
1202,3.233598466875439
1203,2.7900752700036113
1204,2.6613365427187583
1205,2.566314949816012
1206,2.2702890906259228
1207,1.9366740220632492
1208,1.74323694745076
1209,1.8441544335904003
1210,1.6084369882959222
1211,2.1978701026097043
1212,2.374313554258887
1213,2.0899650655216946
1214,1.289260010304231
1215,1.3574812166281072
1216,1.4052278351871086
1217,1.426884369271765
1218,1.8120986865591147
1219,1.9355887513179926
1220,2.3626178310323027
1221,3.0142707055157953
1222,0.8593104114620735
1223,1.1012563592012692
1224,1.7566568748042315
1225,2.4084438231073593
1226,2.593764131244726
1227,2.2263462315109726
1228,1.704298070420178
1229,0.960236001061634
1230,0.5703003790200082
1231,2.380525076542658
1232,3.874664658873775
1233,4.403967366833842
1234,4.815379584776701
1235,4.629631635516884
1236,4.4461060653343285
1237,3.2398250445877563
1238,2.2762215690069683
1239,1.703641809351082
1240,2.066963737733927
1241,3.87409532980285
1242,6.577613246930597
1243,9.667017093317888
1244,11.57620708636655
1245,12.46012557746602
1246,14.94661274736526
1247,15.01967458001318
1248,14.446002104969905
1249,14.72715029666336
1250,15.060996356144331
1251,14.958800254609349
1252,15.27901758827859
1253,15.635670032286706
1254,15.882051946642065
1255,16.42108281349243
1256,17.22759395186878
1257,17.767193422688027
1258,16.725716614524956
1259,16.47201023258976
1260,15.620967836585397
1261,15.152429397339022
1262,14.870093484979
1263,14.44931090500945
1264,13.788748612088604
1265,13.080633756627842
1266,12.554739169406071
1267,12.179202823465987
1268,11.781346238327012
1269,10.996291296451218
1270,8.928053112787007
1271,8.026348484680659
1272,6.883339105473616
1273,5.732431450018122
1274,4.843354529687988
1275,4.120708928465803
1276,3.273023801377119
1277,2.6321285927979567
1278,2.383859809609784
1279,2.251922032600954
1280,2.8109618788682376
1281,3.7016268510735877
1282,5.285339435834913
1283,6.1108480116218225
1284,6.4858051665581815
1285,6.620863963924859
1286,6.857510077209067
1287,7.113144808586249
1288,7.467378398239527
1289,7.656113161347894
1290,7.668349050845938
1291,7.150528461723811
1292,6.733643283581992
1293,6.413322380308118
1294,5.861276488677205
1295,5.729480127444642
1296,5.674433193842152
1297,5.620242707331241
1298,5.39482165298177
1299,4.276262426743681
1300,3.963807501329544
1301,3.949643434793555
1302,4.032458779997447
1303,3.9773503708030677
1304,3.226980376403308
1305,2.474334298737888
1306,1.5582289483817588
1307,1.23447350226233
1308,1.0863725060301122
1309,1.2162991031485861
1310,1.4112506645437024
1311,1.409016705294306
1312,1.2335861240615
1313,1.5848252755321846
1314,2.584051831431399
1315,3.4797037022896067
1316,4.286179101542478
1317,4.679157125923477
1318,4.143223098228264
1319,4.8984096247161135
1320,5.725309578988444
1321,5.568133312803503
1322,4.898172465010528
1323,4.542426337440068
1324,5.090270423577854
1325,5.81976332067473
1326,6.2183159559084205
1327,5.903195999518121
1328,4.9981930479015695
1329,5.156449031897008
1330,5.394361283892892
1331,6.955026727019622
1332,8.214948665268745
1333,9.356275450439293
1334,9.84485902039824
1335,10.150245839253179
1336,10.363778669590468
1337,10.47100118416745
1338,10.900542483693766
1339,11.399793274160967
1340,11.223417198289209
1341,10.433751036447148
1342,8.463410447958307
1343,8.091221635658261
1344,7.982341597991688
