,Dec
749,0.4658827781677246
750,0.46558713912963867
751,0.46489691734313965
752,0.4643056392669678
753,0.4647984504699707
754,0.45701074600219727
755,0.4642069339752197
756,0.4816553592681885
757,0.5077784061431885
758,0.5246350765228271
759,0.541196346282959
760,0.5756983757019043
761,0.6370139122009277
762,0.7232694625854492
763,0.8429429531097412
764,0.9814448356628418
765,1.1192564964294434
766,1.3151307106018066
767,1.4324382543563843
768,1.469602108001709
769,1.462110161781311
770,1.428495168685913
771,1.4399302005767822
772,1.3591949939727783
773,1.2799384593963623
774,1.2110326290130615
775,1.1594762802124023
776,1.1273398399353027
777,1.1151163578033447
778,1.0822899341583252
779,1.0550823211669922
780,1.032212257385254
781,1.0160455703735352
782,0.9948513507843018
783,0.9718828201293945
784,0.964390754699707
785,0.9696154594421387
786,0.9841063022613525
787,1.0006673336029053
788,1.0168342590332031
789,1.0402958393096924
790,1.0695734024047852
791,1.1056528091430664
792,1.1407465934753418
793,1.1752488613128662
794,1.1991045475006104
795,1.2215802669525146
796,1.2390286922454834
797,1.2537167072296143
798,1.2654473781585693
799,1.2740237712860107
800,1.283191442489624
801,1.2909791469573975
802,1.2891061305999756
803,1.2886133193969727
804,1.2815155982971191
805,1.269587755203247
806,1.3275516033172607
807,1.3161165714263916
808,1.3045828342437744
809,1.2897961139678955
810,1.2736294269561768
811,1.257068395614624
812,1.2397186756134033
813,1.2220733165740967
814,1.2208902835845947
815,1.2330152988433838
816,1.2722492218017578
817,1.348449945449829
818,1.416862964630127
819,1.4619131088256836
820,1.5004569292068481
821,1.5170180797576904
822,1.496711015701294
823,1.4705878496170044
824,1.4468306303024292
825,1.4186373949050903
826,1.33701491355896
827,1.2365641593933105
828,1.1350290775299072
829,1.0556738376617432
830,0.9965271949768066
831,0.9460554122924805
832,0.8970620632171631
833,0.8467874526977539
834,0.7975971698760986
835,0.7491953372955322
836,0.7058212757110596
837,0.6758534908294678
838,0.6536736488342285
839,0.6398725509643555
840,0.6368167400360107
841,0.6577153205871582
842,0.6945834159851074
843,0.7164676189422607
844,0.7211008071899414
845,0.753138542175293
846,0.8228330612182617
847,0.9146089553833008
848,1.0152568817138672
849,1.1177778244018555
850,1.1875710487365723
851,1.256378412246704
852,1.3380992412567139
853,1.4147928953170776
854,1.5252985954284668
855,1.569658637046814
856,1.620919108390808
857,1.6953452825546265
858,1.7971762418746948
859,1.9127094745635986
860,2.0181875228881836
861,2.0972471237182617
862,2.0964584350585938
863,2.1029646396636963
864,2.0738840103149414
865,2.0071468353271484
866,1.8879663944244385
867,1.7364522218704224
868,1.7112163305282593
869,1.7648427486419678
870,1.8673635721206665
871,1.9837840795516968
872,2.1388468742370605
873,2.3362984657287598
874,2.47825026512146
875,2.608274459838867
876,2.6825037002563477
877,2.678757667541504
878,3.020724058151245
879,2.8809406757354736
880,2.7655060291290283
881,2.6940371990203857
882,2.6435654163360596
883,2.5901360511779785
884,2.5260605812072754
885,2.4572532176971436
886,2.4070773124694824
887,2.3670544624328613
888,2.321117401123047
889,2.266998052597046
890,2.197007894515991
891,2.107104778289795
892,2.0168075561523438
893,1.9350866079330444
894,1.8655892610549927
895,1.8083155155181885
896,1.761096715927124
897,1.7240314483642578
898,1.6713908910751343
899,1.6119484901428223
900,1.5501402616500854
901,1.4962180852890015
902,1.4498865604400635
903,1.4064137935638428
904,1.3617579936981201
905,1.3157222270965576
906,1.2678134441375732
907,1.2219746112823486
908,1.178107500076294
909,1.1363105773925781
910,1.0945134162902832
911,1.0548851490020752
912,1.0166370868682861
913,0.9795718193054199
914,0.9428021907806396
915,0.91263747215271
916,0.8881902694702148
917,0.8811912536621094
918,0.9021883010864258
919,0.9845993518829346
920,1.1543502807617188
921,1.337803602218628
922,1.5053858757019043
923,1.5726159811019897
924,1.5705457925796509
925,1.5446197986602783
926,1.5255943536758423
927,1.4921764135360718
928,1.4899091720581055
929,1.5535904169082642
930,1.6990913152694702
931,1.887670636177063
932,2.0475640296936035
933,2.108189105987549
934,2.0883750915527344
935,2.014638900756836
936,1.941001296043396
937,1.8693351745605469
