,Feb
1022,0.8967664241790771
1023,0.8515191078186035
1024,0.7980899810791016
1025,0.739534854888916
1026,0.6777265071868896
1027,0.620847225189209
1028,0.5725440979003906
1029,0.5322256088256836
1030,0.5111300945281982
1031,0.48628830909729004
1032,0.46105241775512695
1033,0.4457728862762451
1034,0.4429142475128174
1035,0.4954562187194824
1036,0.5232551097869873
1037,0.580824613571167
1038,0.6694459915161133
1039,0.7894151210784912
1040,0.9142146110534668
1041,1.0135810375213623
1042,1.0524208545684814
1043,1.0767695903778076
1044,1.085050106048584
1045,1.0895845890045166
1046,1.3553504943847656
1047,1.2796425819396973
1048,1.2290723323822021
1049,1.188951015472412
1050,1.163025140762329
1051,1.164700984954834
1052,1.1808676719665527
1053,1.1878666877746582
1054,1.0868244171142578
1055,1.0196928977966309
1056,0.9901196956634521
1057,1.0001745223999023
1058,1.0095393657684326
1059,1.030635118484497
1060,1.0669116973876953
1061,1.0780510902404785
1062,1.086134433746338
1063,1.123889684677124
1064,1.1818535327911377
1065,1.216750144958496
1066,1.1486327648162842
1067,1.1023011207580566
1068,1.0623772144317627
1069,1.0080606937408447
1070,0.9497027397155762
1071,0.8968651294708252
1072,0.8532936573028564
1073,0.8164255619049072
1074,0.75333571434021
1075,0.7154817581176758
1076,0.7227766513824463
1077,0.7473225593566895
1078,0.7047369480133057
1079,0.6554479598999023
1080,0.6141438484191895
1081,0.5771770477294922
1082,0.5335071086883545
1083,0.4954562187194824
1084,0.4729804992675781
1085,0.46233391761779785
1086,0.45572924613952637
1087,0.45444774627685547
1088,0.4641084671020508
1089,0.4930903911590576
1090,0.5365631580352783
1091,0.6098062992095947
1092,0.7159748077392578
1093,0.8648271560668945
1094,1.0679960250854492
1095,1.3521959781646729
1096,1.72186279296875
1097,2.000147819519043
1098,2.1954307556152344
1099,2.38657283782959
1100,2.5876717567443848
1101,2.7334682941436768
1102,2.7908406257629395
1103,2.824850082397461
1104,2.8452556133270264
1105,2.7883760929107666
1106,2.649282932281494
1107,2.624441146850586
1108,2.4017539024353027
1109,2.2022323608398438
1110,2.0363259315490723
1111,1.908273458480835
1112,1.8167932033538818
1113,1.7542948722839355
1114,1.6948524713516235
1115,1.6559141874313354
1116,1.6582800149917603
1117,1.702245831489563
1118,1.914582371711731
1119,1.9310449361801147
1120,1.9474087953567505
1121,1.9573651552200317
1122,1.9348894357681274
1123,1.8888535499572754
1124,1.8293125629425049
1125,1.7697715759277344
1126,1.688543438911438
1127,1.6168774366378784
1128,1.555660605430603
1129,1.510511875152588
1130,1.481431484222412
1131,1.4888248443603516
1132,1.5380151271820068
1133,1.6057380437850952
1134,1.6521682739257812
1135,1.6587729454040527
1136,1.6468449831008911
1137,1.6318612098693848
1138,1.5447183847427368
1139,1.503808617591858
1140,1.5024285316467285
1141,1.556744933128357
1142,1.5917400121688843
1143,1.595978856086731
1144,1.5945987701416016
1145,1.6033722162246704
1146,1.622693419456482
1147,1.64891517162323
1148,1.6789814233779907
1149,1.7242286205291748
1150,1.7159481048583984
1151,1.7461129426956177
1152,1.7797279357910156
1153,1.788402795791626
1154,1.7647441625595093
1155,1.727678894996643
1156,1.676418423652649
1157,1.616384506225586
1158,1.5528018474578857
1159,1.4836987257003784
1160,1.4128212928771973
1161,1.3497314453125
1162,1.2677147388458252
1163,1.203836441040039
1164,1.1596734523773193
1165,1.1474497318267822
1166,1.1669683456420898
1167,1.190331220626831
1168,1.2108354568481445
1169,1.2224674224853516
1170,1.2203974723815918
1171,1.2131025791168213
1172,1.2074837684631348
1173,1.2020618915557861
1174,1.1894440650939941
1175,1.1805720329284668
1176,1.162827968597412
1177,1.1329588890075684
1178,1.0892889499664307
1179,1.1455769538879395
1180,1.0921475887298584
1181,1.0543923377990723
1182,1.0223546028137207
1183,0.9892325401306152
1184,0.952167272567749
1185,0.9266355037689209
1186,0.8956820964813232
1187,0.8877959251403809
1188,0.898737907409668
1189,0.9237768650054932
1190,0.9709954261779785
1191,0.978388786315918
1192,0.9763188362121582
1193,0.9666581153869629
1194,0.9424078464508057
1195,0.9161863327026367
1196,0.89923095703125
1197,0.8965692520141602
1198,0.8704462051391602
1199,0.8267762660980225
1200,0.778571605682373
1201,0.7209036350250244
1202,0.6638269424438477
1203,0.6120736598968506
1204,0.5691924095153809
1205,0.5370559692382812
1206,0.513298749923706
1207,0.49447035789489746
1208,0.4879641532897949
1209,0.5018637180328369
1210,0.5423791408538818
1211,0.6220300197601318
1212,0.686598539352417
1213,0.7152845859527588
1214,0.7554059028625488
1215,0.7746284008026123
1216,0.7902038097381592
1217,0.8026247024536133
1218,0.8258888721466064
1219,0.858715295791626
1220,0.9418165683746338
1221,1.1016111373901367
1222,1.1863880157470703
1223,1.3301146030426025
1224,1.443577527999878
1225,1.4920778274536133
1226,1.5106104612350464
1227,1.5323961973190308
1228,1.548858642578125
1229,1.5259886980056763
1230,1.4671376943588257
1231,1.4053293466567993
1232,1.3540689945220947
1233,1.3138492107391357
1234,1.2731366157531738
1235,1.2367613315582275
1236,1.203442096710205
1237,1.177220344543457
1238,1.150308609008789
1239,1.124776840209961
1240,1.1054556369781494
1241,1.0926406383514404
1242,1.0801212787628174
1243,1.0677003860473633
1244,1.0510406494140625
1245,1.0225517749786377
1246,0.9797689914703369
1247,0.9342260360717773
1248,0.8898658752441406
1249,0.8487589359283447
1250,0.8110036849975586
1251,0.7770929336547852
1252,0.7443652153015137
1253,0.7138059139251709
1254,0.686204195022583
1255,0.6615598201751709
1256,0.6405627727508545
1257,0.6238045692443848
1258,0.6050746440887451
1259,0.593442440032959
1260,0.581021785736084
1261,0.5709667205810547
1262,0.5604188442230225
1263,0.5493781566619873
1264,0.5415904521942139
1265,0.5377459526062012
1266,0.5441536903381348
1267,0.5548985004425049
1268,0.5628833770751953
1269,0.5739240646362305
1270,0.5597288608551025
1271,0.5439565181732178
1272,0.5198049545288086
1273,0.49594902992248535
1274,0.4808666706085205
1275,0.4767262935638428
1276,0.4838240146636963
1277,0.4945688247680664
